Gene	SRR3719478	SRR3719504	SRR3719505	SRR3719506	SRR3719510	SRR3719511	SRR3719533	SRR3719534	SRR3719535	SRR3719539	SRR3719541	SRR3719544	SRR3719545	SRR3719562	SRR3719563	SRR3719564	SRR3719565	SRR3719566	SRR3719567	SRR3719568	SRR3719569	SRR3719571	SRR3719572	SRR3719573	SRR3719574	SRR3719625	SRR3719629	SRR3719644	SRR3719645	SRR3719646	SRR3719647	SRR3719653	SRR3719654	SRR3719655	SRR3719656	SRR3719657	SRR3719691	SRR3719692	SRR3719693	SRR3719695	SRR3719696	SRR3719708	SRR3724190	SRR3724307	SRR3724308	SRR3724309	SRR3724310	SRR3724311	SRR3724312	SRR3724315	SRR3724357	SRR3724365	SRR3724366	SRR3724382	SRR3724388	SRR3724456	SRR3724464	SRR3724465	SRR3724466	SRR3724467	SRR3724468	SRR3724469	SRR3724470	SRR3724482	SRR3724508	SRR3724533	SRR3724534	SRR3724641	SRR3724643	SRR3724644	SRR3724645	SRR3724646	SRR3724647	SRR3724648	SRR3725015	SRR3725054	SRR3725353	SRR3725354	SRR3725355	SRR3725726	SRR3725727	SRR3725728	SRR3725729	SRR3725730	SRR3725731
Bin_metabat_SRR3724644.15	0	0.000557727	0.001032957	0	0	0.00011001	0	0.000769174	0	0	0.000109719	0	0	0.00012813	5.65159E-05	0.000129105	0.00059902	0	0	0	4.56723E-05	4.72341E-05	0.000137233	8.34412E-05	0	0	0	3.94067E-05	0.000134137	0.000156258	0.000183016	0	0	0	0	0	0	0.000148588	0.000197857	4.46732E-05	5.46943E-05	4.6368E-05	0	0.00012628	0	0.000562011	0.000393946	0	0	0	0	0	0	0.000346004	0	0.000365747	0	0.000153719	0.000103248	0.001252338	0.000853329	0	0.000142427	0.00109415	0.002841103	0.01640359	0	0.001424944	0.000162865	0.007212436	0.002422628	0.014582538	0.000135276	0.000596313	0.001050302	0.000100211	0.000440222	0.002003327	0.000882664	0.001475734	0.004092224	6.7573E-05	0.002693804	0.000937944	0.001827569
Bin_metabat_SRR3724468.69	0	0.001022012	0.000983013	0	4.3699E-05	0.000226684	0	0.000760225	0	0	0.000543577	0	0	0	0	0	3.76004E-05	0	0	0	0	0	0	0	0	0	0	0	6.47162E-05	0	7.69175E-05	0	0	3.57193E-05	0	0	0	0	6.57977E-05	0	0	0	0	0.000324414	0	0.000205957	0.000140013	0	0	0	0	0	0	0.000189015	0	7.94609E-05	0.000173893	0.000309924	0.000298328	0.003620407	0.002254699	0	0.000432031	0.000313472	0.000703077	0.002704248	0	0.000309547	0	0.002242483	0.000666868	0.003168338	0	0	0	0	0	0.000427206	9.78507E-05	0	0	0	0.000178212	0	4.35713E-05
Bin_metabat_SRR3724508.68	0.000147298	0.001340803	0.001814978	5.17498E-05	0.000252498	0.000444077	0	0.001441119	8.62878E-05	0	0.000479072	0	0	4.58134E-05	0	0	8.3197E-05	0	0	0	0	0	4.95677E-05	0	0	0	0	0	5.72393E-05	6.22414E-05	7.96431E-05	0	0.000117596	0.000232754	0	0.000164882	0	5.21659E-05	6.60348E-05	4.59318E-05	6.13123E-05	0	0	0.000455861	0	0.001662549	0.001157257	0	8.00745E-05	0	4.91384E-05	0.000167365	0.000270594	0.00114203	0	0.000199705	0.000195685	0.000457267	0.000425745	0.003191847	0.002162169	0.000106485	0.000573446	0.000727303	0.001841857	0.008581658	0	0.000743654	0.000190369	0.003039848	0.001076341	0.005752529	8.25474E-05	0.000158198	0.000413411	6.33985E-05	0.000214088	0.001222329	0.000584185	0.000389764	0.000758619	0	0.000940866	0	0.000196906
Bin_maxbin_SRR3719539.009	0.000187532	0	0.000131694	0.000365603	0.000178271	0.000101042	0.000823627	0.000108108	0.000465226	0.022571781	0.000116796	0.000700424	0.00061819	0.000277015	0.000876828	7.48769E-05	0.000171365	0.011651074	0.001001199	0.000811155	0.000461985	0.000121599	8.5889E-05	8.89778E-05	0.004366532	0.000579622	0.000273384	7.10742E-05	5.20618E-05	7.5546E-05	8.49378E-05	0.004063423	0.000244267	0.000188226	0.008155239	0.000288978	0.000443037	5.8335E-05	5.9927E-05	0.000168434	0.000165414	0.000240493	0.003398102	0	0.000413368	0	0	0.000201758	0.000282689	0.000277195	0.000168384	0.000110254	0	0	0.000293343	7.65577E-05	0.000252491	7.84017E-05	0.000110422	0	0	9.91237E-05	0	0	0	0	0.00089535	0	0.000899994	0	0	0	8.41587E-05	0	0	0	0	0	0	0	0	0.000255821	0	0	8.90108E-05
Bin_metabat_SRR3719504.68	0.000480352	0.002843466	0.005525181	0.00050671	0.002097455	0.002272691	0.000299121	0.004643599	0.000551199	0	0.002517661	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001052612	0.001731742	0	0.001170512	0	0	0	0	0	0	0	0.000875653	0	0.002382841	0.002264707	9.23232E-05	0.000707203	0	0.000178742	0.000443851	0.0003701	0.001281151	0	0.000153744	0.000395437	0.000800603	0.000779928	0.001213047	0.00118595	0	0.000851817	0.000215458	0.000215541	0.000547807	0	0.000110861	0	0.000173994	0.000123682	0.000439403	0	8.55745E-05	0.000133772	0	0	0.000156603	9.90017E-05	0.000131127	0	0	0	0	0
Bin_metabat_SRR3724310.19	0	0.000189661	0.0004578	0	0	0	0	0.000394529	0	0	0	0	0	0	0	0	5.96768E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	3.44863E-05	0	0	0	0	0	0	0	5.1066E-05	0	0	0	0	0	0	0.013077649	0.00851527	0	0	0	0	0	0	0.00051499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000177054	0	0
Bin_maxbin_SRR3719565.002	0.014801834	0.041145385	0.059887136	0.002737529	0.016407417	0.035103112	0.005258108	0.116074024	0.029174095	0.000347432	0.038883927	0.00759788	0.026931068	0.11635919	0.060587207	0.12569522	0.136013411	0.001085212	0.010993614	0.030744836	0.061837963	0.17687739	0.263054873	0.256594849	0.002531644	0.011905619	0.050670954	0.127473603	0.20172263	0.237624809	0.263431436	0.001426774	0.006266401	0.01406698	4.80147E-05	0.013164297	0.038583856	0.178667394	0.229550564	0.109529155	0.119546566	0.10540423	0	0.042105916	0.001769892	0.102755554	0.092304861	0.005932282	0.016723581	0.005483711	0.012977301	0.032457652	0.06063312	0.109845377	0.000548813	0.024186576	0.01542814	0.022374268	0.019788162	0.137365009	0.122232277	0.003225064	0.034034917	0.037633725	0.063210351	0.043569183	0	0.060580416	0.018535686	0.105016877	0.090577096	0.076627188	0.011946118	0.050213968	0.059762696	0.01176398	0.042543895	0.092180639	0.121008989	0.07613249	0.098649195	0.009480488	0.127643737	0.097185166	0.188051941
Bin_metabat_SRR3719691.25	0.003715245	0.000778719	0.000271336	0.0040335	0.002582219	0.000707525	0.002911952	0.000193102	0.001674034	0.001004104	0.000609718	0.006011139	0.003150921	0.000678493	0.001596345	0.000248412	0.000266712	0.000888063	0.00452462	0.003151705	0.001602969	0.000429766	0.000455531	0.000365547	0.000159762	0.005738932	0.002221585	0.000658923	0.000378728	0.000428848	0.000468723	0.001118711	0.003171319	0.003109611	0.000835436	0.003791479	0.003597757	0.000366354	0.000281012	0.001069101	0.000938098	0.001355312	0	0.002986542	0.00430125	0.000548252	0.000352443	0.00785797	0.006681506	0.007132329	0.006486691	0.004730779	0.002309689	0.000524315	0.001602354	0.003604136	0.00302782	0.003029582	0.00309411	0.000428057	0.000249551	0.008062555	0.002857445	0.002249294	0.000526262	0.000211303	0.001229053	0.000822381	0.002581736	0.00061731	0.000557362	0.000423301	0.002534707	0.00115173	0.001050113	0.003531716	0.001591684	0.000423208	0.00022084	0.000809232	0	0.007543373	0	0.000771964	0.00065639
Bin_maxbin_SRR3719574.008	0	0	0	0	0	0	0	0	0	0.001359353	0	0	0	0	0	0	0	0.005460741	0.000130829	8.4171E-05	7.36726E-05	0	5.18208E-05	7.81023E-05	0.03411578	0.000130097	4.92363E-05	3.01307E-05	0	0	0	0.000364399	0	0	0.001675309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000220842	0	9.08992E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_maxbin_SRR3719539.008	0	0	0	0.000105128	7.81408E-05	6.59788E-05	0.000189391	5.1311E-05	0.000136279	0.022853797	6.51881E-05	0.000504721	0.000378031	0.000289409	0.000679796	0	0.000231399	0.007730602	0.000450945	0.000370581	0.000224766	7.50975E-05	9.15024E-05	8.08753E-05	0.00556412	0.000327236	0.000172491	7.3282E-05	4.61637E-05	4.36129E-05	3.58817E-05	0.001161549	9.66035E-05	8.04323E-05	0.004165478	9.44425E-05	0.000179254	4.12935E-05	5.07683E-05	8.77663E-05	8.6427E-05	0.000110547	0.000984209	0	0.000243655	0	0	0.000140511	0.000143782	0.000575614	0.000204832	0.000161339	0.000273564	0.000136171	0.00053566	8.72081E-05	0	0	0	0	0	0.000193414	0	6.19613E-05	6.8974E-05	0.000243723	0.000770169	0	0.000659417	0	0	0	0	0	0	0.0001151	0	5.09741E-05	0	0	0	0.000489995	0	0	0.000176959
Bin_metabat_SRR3724190.18	5.99288E-05	0	0	0.000141575	6.62004E-05	0	0.000241849	0	0.000141498	0.004912884	0	0.000444083	0.000322681	0.000141715	0.000388645	0	6.46152E-05	0.001817125	0.000376931	0.000294517	0.000151539	0	0	0	0.001068872	0.000271338	0.000153775	2.75195E-05	0	0	2.77243E-05	0.001216769	0.000136752	8.53256E-05	0.001896975	9.76434E-05	0.000160973	0	0	8.51744E-05	7.38406E-05	0.000126555	0.004290263	0	0.00084117	0	0	0.00035497	0.000291776	0.000176517	0.000121366	8.36011E-05	0	0	0.000293266	5.49323E-05	0.000104299	0	0	0	0	0.000221095	0	0	0	0	0.001027718	0	0.00039323	0	0	0	7.75165E-05	0	0	0	0	0	0	0	0	0.000206231	0	0	4.05593E-05
Bin_metabat_SRR3725731.73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000197237	0.000270777	0	0.000211709	0.000143372	8.9659E-05	0.000335875	0.002212072	0	0.000749998	0.000208221	0.001448771
Bin_metabat_SRR3719478.5	0.002094847	0.000460455	0.000146178	0.002073273	0.001425378	0.000804089	0.002461283	0.000135718	0.00242816	0	0.000683599	0.00091635	0.0006696	0.000297521	0.000227255	0.000184098	0.000119922	0.000306938	0.001257048	0.001490527	0.001332014	0.000560973	0.00014106	0.000413905	0	0.001751256	0.001418359	0.000568438	0.000253776	0.000177039	0.00022382	0	0.000972355	0.001355088	5.96635E-05	0.001604482	0.001514465	0.000186938	0.000127049	0.000877124	0.000939987	0.00085246	0	0.000454636	0.001131499	0	5.87448E-05	0.000817942	0.00125965	0.000811259	0.000877742	0.000540233	0.000225346	0	0	0.000210101	0.000788785	0.000650443	0.000761855	0.000147277	0.000164762	0.000672885	0.000520934	0.000118616	0.000176602	0	0	0.000157952	0.000407937	0	8.45745E-05	0	0.000435038	0.000405295	0.000502298	0.000547545	0.00051245	0.000296613	0.000480785	0.000205872	0	0.001028667	0.000499636	0	0.000159204
Bin_metabat_SRR3719656.49	0	0	0	5.73456E-05	0	4.51869E-05	0.000131862	0	4.79113E-05	0.005880842	0	0.000215624	0.00020597	0.00013475	0.000291593	6.00115E-05	9.47159E-05	0.016597441	0.000528251	0.00036104	0.000301671	0.000115683	9.96417E-05	0.000121883	0.020541038	0.000217228	0.000113005	5.66079E-05	3.63356E-05	4.29841E-05	3.01625E-05	0.001106126	0.000117006	5.95626E-05	0.002337024	6.30349E-05	7.71364E-05	0	0	6.88721E-05	6.85324E-05	8.50518E-05	0	0	0	0	0	0	0	0	5.05676E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000347122	0	0	0	0	0	0	0	0	0	0	0	0	6.4411E-05	0	0	6.86695E-05
Bin_metabat_SRR3719478.33	0.004397434	0.000677193	0.000144803	0.002693694	0.008333233	0.003429174	0.001912455	9.22665E-05	0.007879146	5.98738E-05	0.002822975	0.00173564	0.004901997	0.001879832	0.003454442	0.000198835	3.98224E-05	8.66316E-05	0.002840102	0.004400493	0.003829584	0.001138149	0.000291061	0.000213873	0	0.003154107	0.006362962	0.001853141	0.000323301	0.000170112	0.000146747	4.14506E-05	0.00375848	0.008025315	0	0.006729489	0.005478715	0.000567073	0.000168667	0.002285518	0.002199474	0.002949387	0	0.001942569	0.001584592	0	0.000118846	0.004431158	0.005565044	0.000755224	0.00355199	0.004004621	0.001385151	0	0	0.001751306	0.002049466	0.002075232	0.002195724	0	8.92926E-05	0.000825679	0.001756445	0.0002352	7.93695E-05	0	0	0.00039711	0.003744236	0	0.000164263	0	0.002162366	0.002460233	0.001407834	0.00202132	0.001594966	9.70597E-05	0.000115378	0.00037965	0	0.001284601	0	0.000132706	0.000138696
Bin_maxbin_SRR3719566.002	0.000109486	0	0.000156646	0.000451643	0.000150816	0.000110919	0.000857743	0.000223732	0.00062971	0.042855268	0.000110214	0.001269652	0.001024033	0.000634967	0.001522077	0.000149618	0.000370021	0.065528468	0.002066743	0.00147214	0.00088672	0.000295545	0.000239295	0.000291394	0.04720721	0.001054828	0.000481325	0.000172757	7.69102E-05	0.000117171	0.000102771	0.00707868	0.000327073	0.000231309	0.019922434	0.000271922	0.000706312	0.000101388	0.000127031	0.000343053	0.000317595	0.000462571	0.009701358	0	0.000635219	0	8.31583E-05	0.000368576	0.000409258	0.000482114	0.000361506	0.000198007	0	0.000127254	0.000269551	7.97708E-05	0.000158307	0	6.47836E-05	0	5.25914E-05	0.00011821	0	4.71086E-05	5.77122E-05	0	0.001332117	8.08693E-05	0.001476708	0	5.91489E-05	0	8.89074E-05	0	0	8.30681E-05	0	5.80029E-05	0	0	0	0.000800443	0	9.7907E-05	0.000466245
Bin_metabat_SRR3719539.71	0.000183233	6.26633E-05	0.000103764	0.000326785	0.000194763	6.98261E-05	0.00045302	7.45989E-05	0.0003192	0.002292449	9.49512E-05	0.000352528	0.000323032	0.000111695	0.000188764	7.73698E-05	9.0353E-05	0.000508001	0.000197686	0.000184871	9.39686E-05	0	5.22625E-05	0	0.000406282	0.000263439	9.41518E-05	0	5.3637E-05	6.71818E-05	5.32314E-05	0.00044571	0.000279661	0.000214813	0.001160689	0.000272877	0.000124487	4.7723E-05	5.3259E-05	0	0	0	0.00172046	0	0.000342016	0	0	0.000166314	0.000230505	0.000117532	0.000155041	9.63543E-05	0	0	0	0	0.000148511	0	7.72366E-05	0	4.42118E-05	0	0	0	0	0	0.000228811	0	0.000147542	0	0	0	0	0	0	0	0	0	0	0	0	0.000164654	0	0	4.52963E-05
Bin_metabat_SRR3724382.35	0.000186193	0.003088405	0.006004539	0.00032636	0.000944134	0.001163488	9.37987E-05	0.004738163	0.000133917	0	0.002658396	0	0	0	0	0	0.000103502	0	0	0	0	0	0	0	0	0	0	0	3.65401E-05	4.64833E-05	6.76655E-05	0	0.000447148	0.000734594	0	0.000421082	0	0	5.21565E-05	0	0	0	0	0.000639323	0	0.003256974	0.001952072	0	6.10797E-05	0.000203373	0.00013894	0.000362976	0.00044914	0.016637702	0	5.36616E-05	0.000355124	0.000865157	0.000689803	0.002494017	0.001445251	0	0.000755295	0.000395692	0.000870358	0.001348969	0	0.000208454	0	0.000948538	0.000504405	0.001598929	0	0.000150225	0.000375427	0	0.000167405	0.000581426	0.000238095	0.000424506	0.000950502	0	0.00052035	0.000132247	0.000232154
Bin_metabat_SRR3724533.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.47784E-05	0	0	0	0	0	0	0	0.000204168	0.000859946	0.007300448	0	0.000571348	7.07231E-05	0.004100532	0.001202202	0.008880163	0	0.000134141	0.000250001	0	0.000148185	0.000557187	0.000207663	0.000243278	0.0003753	0	0.000305688	0	4.36523E-05
Bin_metabat_SRR3724190.55	0	0	0	6.98948E-05	0	0	0.000176774	0	0.000106151	0.008559759	0	0.000120679	9.2446E-05	5.54654E-05	0.000140079	0	4.24143E-05	0.00227713	9.75822E-05	7.52915E-05	3.84337E-05	0	0	0	0.009082276	7.82678E-05	3.26165E-05	0	0	0	0	0.002355746	7.02775E-05	4.27571E-05	0.014018971	6.80665E-05	0	0	0	0	0	0	0.005526148	0	0	0	0	0	6.10357E-05	0.000148761	8.17795E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000766651	0	9.38446E-05	0	0	0	0	0	0	0	0	0	0	0	0	9.27843E-05	0	0	5.37737E-05
Bin_metabat_SRR3719653.4	0	0	0	0	0	0	0.0001904	0	0	0.001195712	0	4.01324E-05	0	0	5.40899E-05	0	0	0.00069098	0	0	0	0	0	0	0.001837441	0	0	0	0	0	0	0.001744368	0	0	0.000374108	0	0	0	0	0	0	0	0.001009958	0	7.12135E-05	0	0	0	9.85878E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_maxbin_SRR3719511.002	0.120251873	0.293017116	0.120858387	0.004889702	0.045873624	0.154214815	0.009455304	0.126478272	0.071071358	0.00022694	0.178291553	0.005424927	0.021938684	0.047991593	0.035432244	0.089125085	0.053164692	0.000531514	0.009980852	0.026314566	0.057622789	0.175205244	0.104193767	0.113068027	0.001083369	0.009561997	0.043477471	0.122302813	0.183356455	0.101579465	0.084603314	0.000549379	0.015191857	0.038275287	0	0.031019723	0.029091418	0.217641901	0.138277965	0.043834758	0.054881369	0.037344368	0	0.149354177	0.00164594	0.09799429	0.095123134	0.006354337	0.021347319	0.008113532	0.029841563	0.120825982	0.177121675	0.122658975	0.001290934	0.149458294	0.043298015	0.100045865	0.084979133	0.237313583	0.226194531	0.016418202	0.152181777	0.268995175	0.224873263	0.126027064	0	0.215276817	0.024310145	0.23173382	0.228744929	0.099520425	0.025814083	0.156051924	0.121028059	0.013302717	0.09589186	0.171162546	0.107415508	0.133159295	0.172862077	0.007426791	0.092773151	0.391279624	0.084991126
Bin_metabat_SRR3719656.66	0	0	0	5.81243E-05	0	0	0.000105578	4.11208E-05	8.15282E-05	0.007482559	0	0.000157165	0.0001276	7.94838E-05	0.000188559	0	3.90223E-05	0.006878226	0.000211471	0.000153559	0.000101549	0	3.51573E-05	4.69728E-05	0.016991165	0.000147266	7.22991E-05	3.36157E-05	0	0	0	0.001181738	5.21016E-05	0	0.003772529	4.00145E-05	6.9105E-05	0	0	0	0	0	0.002890769	0	8.66418E-05	0	0	0	7.64188E-05	0	5.6455E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000325774	0	0.000191948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_metabat_SRR3719565.100	0.000771255	0.001507747	0.001625651	0.000159644	0.000804591	0.001323328	0.000199624	0.001685155	0.000843508	0	0.001410057	0.000330771	0.000964265	0.003029196	0.001895988	0.002944467	0.003997426	0	0.00043281	0.000968295	0.001926148	0.002809166	0.003409402	0.003064495	0	0.000485953	0.001590481	0.002820885	0.003486768	0.003861566	0.004429125	0	0.000346891	0.000675943	0	0.000618346	0.001173312	0.003314978	0.003728968	0.003355233	0.00336087	0.002813215	0	0.0018457	0	0.003803168	0.002619567	0.000252274	0.000671768	0.000263681	0.000583847	0.001545608	0.00301075	0.004182759	0	0.001846627	0.000477036	0.0010663	0.000875645	0.003531935	0.002362721	0.000346114	0.0016757	0.003149813	0.003007367	0.002835222	0	0.003115359	0.000808605	0.003438372	0.003188203	0.002596207	0.000598093	0.002050038	0.002427523	0.000565592	0.001705314	0.002931522	0.002768528	0.003079917	0.004378016	0.000467862	0.003722727	0.003529931	0.002774984
Bin_metabat_SRR3724308.41	0.000448393	8.65538E-05	0	0.001103307	0.000503669	0.000382868	0.002510729	4.99111E-05	0.001084607	0.001662121	0.000421244	0.001675422	0.000841494	0.000249909	0.000903598	0	5.39069E-05	0.002170706	0.001183894	0.001049273	0.000642776	0.000113487	6.05132E-05	5.39925E-05	0	0.00077846	0.000361021	0.000122191	0	0	5.52694E-05	0.005470367	0.001029325	0.000593854	0.003004025	0.000733427	0.000564612	0	0	0.000346658	0.000320633	0.000591048	0.009866994	0.000471866	0.006050242	0	0	0.001350541	0.002778635	0.002859191	0.000949882	0.000857281	0.000749803	0.000118018	0.011689024	0.000506511	0.001569969	0.000631955	0.00071804	0	0	0.005732986	0.000485336	9.29915E-05	0	0	0.023904265	0.000477699	0.002006596	0	9.95391E-05	0	0.001314985	0.000204267	0.000225492	0.000807423	0	0	0	0	0	0.002047313	0	0.002404235	0.00024179
Bin_metabat_SRR3724647.48	0.000791229	5.76926E-05	0	0.001203641	0.000638229	0.00013979	0.001060895	0	0.000697389	0	0.000144509	0.000706743	0.000870755	8.6341E-05	0.000245729	0	0	0	0.000646089	0.000742125	0.000331519	0	0	0	0	0.001131331	0.000629548	7.10557E-05	0	0	8.25157E-05	0	0.001213122	0.001025491	0	0.001102165	0.000911084	0	0	0.000141189	0.000154667	0.000141528	0	0.000960318	0.000202714	0	0	0.000211148	0.000533762	0.000767597	0.001317302	0.000653374	0	0	0.000284071	0.000266799	0.002238541	0.001982468	0.002015497	0	0	0.000280338	0.001003758	0	0	0	0	0	0.000343801	0	7.14137E-05	0	0.002382711	0.000457658	0.000465969	0.000980207	0.000645425	0	0	0	0	0.000219256	0	0	0
Bin_metabat_SRR3724470.13	0.003558503	0.001112461	0.000414294	0.005286608	0.005971765	0.0071293	0.008200344	0.000495334	0.015925466	7.08583E-05	0.008047582	0.00420894	0.006118573	0.006575721	0.008588594	0.001407862	0.000304017	6.02663E-05	0.003874749	0.004974583	0.005960084	0.002177745	0.000715688	0.001381449	0	0.002070178	0.003521525	0.001494412	0.001145676	0.001091004	0.001236812	6.03448E-05	0.008935995	0.007119543	0	0.006482486	0.004052235	0.001033469	0.000638551	0.003669863	0.003840298	0.0050421	0	0.00624023	0.004892396	0.000255311	0.00027208	0.003218889	0.008053278	0.005792122	0.006594479	0.008880628	0.007851068	0.000241753	0.000778236	0.007414546	0.005321226	0.006774197	0.005926175	0.00088906	0.000903497	0.004172573	0.006465909	0.002038047	0.000638505	0	0	0.006373924	0.007430288	0.001639201	0.002972344	0.000502413	0.011859569	0.010738638	0.006250716	0.012367673	0.01406774	0.000678676	0.000708892	0.007904517	0.000397668	0.00397904	0.000213695	0.002454562	0.000665671
Bin_maxbin_SRR3719539.084	0	0	0	0	0	0	0.000116218	0	0.000222781	0.001722585	0	0	0	0	0.000434724	0	0	0.000763764	0.000132859	0	0	0	0	0	0.000110397	0	0	0	0	0	0	0.000259558	0.000109445	0	0.0004775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000229388	0	0.000326924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bin_metabat_SRR3724311.71	0.00035402	0	0	0.002294693	0.00040527	0.000114369	0.001605824	9.70999E-05	0.00139358	0.000536761	0.00010403	0.001551791	0.00080611	0.000439487	0.000574872	0	5.29828E-05	0.000563224	0.00056764	0.000889426	0.000356952	9.4E-05	0.000110136	0.000153968	0.000137805	0.001420238	0.000283107	0	4.27453E-05	5.42815E-05	9.35283E-05	0.000784873	0.001201985	0.000673507	0.003456343	0.000914397	0.000963119	0.000115236	0.000122735	0.000232693	0.000357591	0.000244224	0.005179894	0.000381273	0.004420537	0	0	0.004443044	0.00574111	0.00234994	0.001879629	0.000720334	0.000381819	0	0.004208008	0.000219833	0.001528633	0.000558132	0.000704911	0	7.95196E-05	0.002597477	0.000384565	6.72123E-05	0	0	0.002541393	0.000235149	0.001201347	0	8.87589E-05	0.00014811	0.000731944	0	0	0.000384354	0	0	0	0	0	0.002221848	0	0.000224789	0.000146319
Bin_metabat_SRR3719653.55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007247068	0	0	8.37071E-05	0	0	0	0	0	0	0	0.000210287	0	0	0	0	0	0	0	0	0	0	0	0.000557523	0	7.279E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000305445	0	0.000171	0
Bin_metabat_SRR3719505.39	0	0.001128865	0.002930785	0	0	0.000108663	0	0.00211638	0	0	5.48689E-05	0	0	0	0	8.3911E-05	0.000269689	0	0	0	0	0	9.42732E-05	0	0	0	0	0	8.73186E-05	0.000134562	0.000120413	0	0	3.9128E-05	0	0	0	9.33673E-05	0.000120515	0	0	0	0	0	0	0.003448	0.002629768	0	0	0	0	0	0.000182024	0.001270387	0	0	0	0	0	0.001378294	0.001029531	0	0	0.000161147	0.00039249	0.002787575	0	8.55513E-05	0	0.000433048	0.000122075	0.001004442	0	0	0.000134299	0	0	0.000280365	0.000145829	0	0.000755788	0	0.000659376	0	0.00022865
Bin_metabat_SRR3719644.29	0.00020249	0	0	0.000231022	0.000214836	0.000157412	0.000237718	0	0.000279005	0	0.000155985	0.000552802	0.000689999	0.000256266	0.000427108	0	0	0	0.000513835	0.000432922	0.000433048	0.000181188	0.00012007	0.000119144	0	0.000466518	0.00101251	0.000963161	0.000129184	0.000108286	0.00011615	0	0.000200955	0.000228651	0	0.000253973	0.001857767	0.000351367	0.000191023	0.001728329	0.001457022	0.001448772	0	0	0.000257873	0	0	0.000298069	0.000250939	0	0.0003013	0.000288432	0	0	0	0	0	0	0.000198211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000347904	0	0	0.000123007
Bin_metabat_SRR3724646.28	0	0.00148064	0.004393601	0	0	8.51632E-05	0	0.003489067	4.11609E-05	0	0	0	5.23627E-05	0.000275935	0.000115326	0.000251327	0.005701922	0	0	0	5.2678E-05	7.16045E-05	0.000553921	0.000229228	0	0	0	0	0.000536631	0.000642627	0.000640089	0	0	0	0	0	5.24858E-05	0.001081783	0.001798755	0.000136267	0.000186775	0.000153999	0	0.000121741	0	0.002673414	0.002378527	0	0	0	0	0	0	0.003030908	0	0.000284356	0	9.60972E-05	6.26109E-05	0.002129932	0.00188504	0	0.000125792	0.001756977	0.005307334	0.019481451	0	0.0010905	6.6337E-05	0.00528284	0.001602254	0.01131965	0	0.000630654	0.001050327	0	0.000187082	0.003396602	0.000698984	0.001118331	0.006294564	0	0.002600476	0.000712843	0.004619254
Bin_maxbin_SRR3719653.024	0	0	0	0.000124708	0	0.000124973	0.001074271	0	0.000293551	0.001013746	0.000125909	3.98578E-05	0	0	8.47007E-05	0	0	0.003069875	7.82442E-05	0.000178805	0.000115019	0	0	0	0.006435942	5.10517E-05	0	0	0	0	0	0.007741325	0.000150543	0	0.009406954	0	0.000169952	0	0	5.26338E-05	8.65547E-05	6.04143E-05	0.004714083	0	0.000123219	0	0	0	0.00014372	0.00025209	6.70349E-05	0.000109768	0	0	0.001331486	0	0.000203827	0	0	0	0	0	0	0	0	0	0.004656747	8.38967E-05	0.000232495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
